cliente53,"Shampoo e condicionador orgânicos, Lâmpadas LED de baixo consumo de energia, Lanches saudáveis e sem ingredientes artificiais, Jeans feitos com materiais reciclados, Livros sobre sustentabilidade e conservação ambiental"

cliente54,"Panelas antiaderentes livres de produtos químicos, Fones de ouvido bluetooth recarregáveis"

cliente55,"Garrafas de água reutilizáveis, Barracas de acampamento respeitadoras do ambiente"

cliente56,"Carregadores solares para dispositivos móveis, Bolsas de couro vegano, Shampoo e condicionador orgânicos, Livros sobre sustentabilidade e conservação ambiental, Roupas de banho feitas de tecidos reciclados"

cliente57,"Mochilas sustentáveis feitas de materiais reciclados, Equipamentos de escalada seguros e duráveis, Roupas de banho feitas de tecidos reciclados"

cliente58,"Produtos de fazendas locais e comércio justo, Camisetas de algodão orgânico"

cliente59,"Lanternas solares recarregáveis, Equipamentos de escalada seguros e duráveis, Shampoo e condicionador orgânicos, Lanches saudáveis e sem ingredientes artificiais"

cliente60,"Produtos de fazendas locais e comércio justo, Calendários ecológicos e produtos de papel reciclado, Jeans feitos com materiais reciclados"

cliente61,"Lanches saudáveis e sem ingredientes artificiais, Shampoo e condicionador orgânicos, Meias de fibra de bambu"

cliente62,"Sabonetes artesanais de ingredientes naturais, Conjuntos de talheres de aço inoxidável, Detergente multiuso natural"

cliente63,"Meias de fibra de bambu, Conjuntos de talheres de aço inoxidável, Lâmpadas LED de baixo consumo de energia, Fones de ouvido bluetooth recarregáveis, Produtos de fazendas locais e comércio justo"

cliente64,"Shampoo e condicionador orgânicos, Meias de fibra de bambu, Alimentos orgânicos, como frutas, legumes e grãos"

cliente65,"Painéis solares para instalação em residências, Garrafas de água reutilizáveis"

cliente66,"Alimentos orgânicos, como frutas, legumes e grãos, Lâmpadas LED de baixo consumo de energia, Lanternas solares recarregáveis, Roupas de banho feitas de tecidos reciclados"

cliente67,"Bolsas de couro vegano, Jeans feitos com materiais reciclados, Materiais educacionais para crianças sobre o meio ambiente"

cliente68,"Maquiagem mineral, Detergente multiuso natural, Garrafas de água reutilizáveis, Camisetas de algodão orgânico"

cliente69,"Laptops com design eficiente em termos de energia, Panelas antiaderentes livres de produtos químicos"

cliente70,"Carregadores solares para dispositivos móveis, Lanches saudáveis e sem ingredientes artificiais, Conjuntos de talheres de aço inoxidável"

cliente71,"Carregadores solares para dispositivos móveis, Roupas de banho feitas de tecidos reciclados"

cliente72,"Panelas antiaderentes livres de produtos químicos, Escova de dentes de bambu, Lâmpadas LED de baixo consumo de energia, Lanternas solares recarregáveis, DVDs de documentários ambientais"

cliente73,"Calendários ecológicos e produtos de papel reciclado, Camisetas de algodão orgânico, Alimentos orgânicos, como frutas, legumes e grãos, Carregadores solares para dispositivos móveis"

cliente74,"Garrafas de água reutilizáveis, DVDs de documentários ambientais"

cliente75,"Móveis de madeira certificada pelo FSC, Roupas para atividades ao ar livre feitas de tecidos sustentáveis"

cliente76,"Panelas antiaderentes livres de produtos químicos, Guias práticos para um estilo de vida mais ecológico"

cliente77,"Luminárias de LED de baixo consumo de energia, Garrafas de água reutilizáveis, Móveis de madeira certificada pelo FSC, Shampoo e condicionador orgânicos, Guias práticos para um estilo de vida mais ecológico"

cliente78,"Barracas de acampamento respeitadoras do ambiente, Sabonetes artesanais de ingredientes naturais"

cliente79,"Alimentos orgânicos, como frutas, legumes e grãos, Shampoo e condicionador orgânicos"

cliente80,"Roupas de banho feitas de tecidos reciclados, Jeans feitos com materiais reciclados, Sabonetes artesanais de ingredientes naturais"

cliente81,"Calendários ecológicos e produtos de papel reciclado, Equipamentos de escalada seguros e duráveis"

cliente82,"Camisetas de algodão orgânico, Painéis solares para instalação em residências"

cliente83,"Panelas antiaderentes livres de produtos químicos, Garrafas de água reutilizáveis"

cliente84,"Produtos de fazendas locais e comércio justo, Calendários ecológicos e produtos de papel reciclado, Livros sobre sustentabilidade e conservação ambiental"

cliente85,"Laptops com design eficiente em termos de energia, Sabonetes artesanais de ingredientes naturais"

cliente86,"Lanternas solares recarregáveis, Luminárias de LED de baixo consumo de energia"

cliente87,"Alimentos orgânicos, como frutas, legumes e grãos, Panelas antiaderentes livres de produtos químicos, Escovas de cabelo de bambu"

cliente88,"Fones de ouvido bluetooth recarregáveis, Produtos de fazendas locais e comércio justo, Detergente multiuso natural, Lanches saudáveis e sem ingredientes artificiais"

cliente89,"Escova de dentes de bambu, Lanches saudáveis e sem ingredientes artificiais"

cliente90,"Bolsas de couro vegano, Lanternas solares recarregáveis"

cliente91,"Equipamentos de escalada seguros e duráveis, Livros sobre sustentabilidade e conservação ambiental, Fones de ouvido bluetooth recarregáveis, Luminárias de LED de baixo consumo de energia"

cliente92,"Roupas de banho feitas de tecidos reciclados, Shampoo e condicionador orgânicos, Barracas de acampamento respeitadoras do ambiente, Panelas antiaderentes livres de produtos químicos"

cliente93,"Barracas de acampamento respeitadoras do ambiente, Escovas de cabelo de bambu"

cliente94,"Detergente multiuso natural, Equipamentos de escalada seguros e duráveis, Sabonetes artesanais de ingredientes naturais, DVDs de documentários ambientais, Alimentos orgânicos, como frutas, legumes e grãos"

cliente95,"Mochilas sustentáveis feitas de materiais reciclados, Painéis solares para instalação em residências, Conjuntos de talheres de aço inoxidável"

cliente96,"Mochilas sustentáveis feitas de materiais reciclados, Luminárias de LED de baixo consumo de energia, Lanternas solares recarregáveis"

cliente97,"Escova de dentes de bambu, Lanternas solares recarregáveis, Garrafas de água reutilizáveis, Shampoo e condicionador orgânicos, Escovas de cabelo de bambu"

cliente98,"Guias práticos para um estilo de vida mais ecológico, Escova de dentes de bambu, Roupas de banho feitas de tecidos reciclados, Materiais educacionais para crianças sobre o meio ambiente, Escovas de cabelo de bambu"

cliente99,"Barracas de acampamento respeitadoras do ambiente, Maquiagem mineral, Bolsas de couro vegano, Mochilas sustentáveis feitas de materiais reciclados"

